Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Ahmet Çalışkan,£4.4M  £13M,1.67,123,Swiss Super League,,,,3.98,0.24,152,14%,572.5,0.22,,0.12,0.16,0.12,0.11,26%,1.97,0.08,21%,1.07,0.24,22%,9,12.6km,1,38.75,32.83,10.87,12.97,3.33,0.24,1.1,0.29,0.16,0.84,1.52,9.48,1.57,3.07,0,49%,2.25,91%,85%,10.45,0.05,0.24,1.57,0.24
,  ,Jorge Rodrigues,£110K  £350K,1.29,110,Swiss Super League,,,,4.76,0.03,156,9%,982.33,0.13,,0.11,0.09,0.11,0.1,34%,1.01,0.03,4%,1.34,0.09,7%,1,12.6km,1.22,32.07,27.58,11.36,19.51,2.05,0.27,1.07,0.37,0.18,0.7,1.86,10.54,1.4,1.99,0,21%,1.25,82%,86%,9.35,0,0.21,1.4,0.09
,  ,Junior Mustapha,£1.4M  £4.3M,1.33,112,Swiss Super League,,,,5.79,0.14,201,7%,625.2,0.2,,0.24,0.14,0.24,0.11,28%,1.38,0.09,15%,0.92,0.14,16%,5,12.8km,1.21,30,26.49,11.43,19.4,2.36,0.81,2.13,0.6,0.23,0.63,1.41,10.34,1.64,2.33,0,24%,1.58,80%,88%,9.96,0,0.35,1.73,0.26
Inj,  ,Kostas Alexandridis,£4.4M  £13M,1.51,123,Swiss Super League,,,,4.6,0.55,142,17%,277.7,0.26,,0.21,0.32,0.21,0.11,37%,1.26,0,14%,4.15,0.55,13%,17,12.0km,2.3,34,29.2,14.03,18.28,2.5,0.81,1.91,0.71,0.32,0.49,1.91,6.61,1.49,3.24,0,27%,2.07,74%,86%,12.9,0.06,0.49,1.49,0.16
,  ,Carlos Côdeas,£1.1M  £3.4M,1.47,123,Swiss Super League,,,,4.39,0.14,125,9%,640.5,0.1,,0.16,0.14,0.16,0.1,21%,1.09,0.04,20%,0.7,0.14,20%,4,13.5km,1.76,32.04,26.91,12.12,15.98,1.83,0.56,1.65,0.35,0.35,0.88,1.62,11.52,1.16,2.6,0,25%,1.51,83%,84%,10.54,0,0.18,1.16,0.14
Unh,  ,Cris Ilis,Not for Sale,1.51,133,Swiss Super League,,,,2.58,0.26,69,8%,801.67,0.18,,0.14,0.11,0.14,0.09,38%,0.94,0.04,23%,1.12,0.26,23%,7,12.6km,2.13,45.24,39.85,11.53,10.81,2.51,0.49,1.5,0.56,0.19,0.52,1.76,10.4,0.97,2.58,0,36%,1.5,70%,88%,10.7,0.04,0.34,0.97,0.15
,  ,Maurizio Kaufmann,£3M  £9.2M,1.68,122,Swiss Super League,,,,5.03,0.13,159,16%,406.71,0.19,,0.14,0.22,0.14,0.1,32%,2.18,0.22,15%,0.98,0.13,13%,4,12.8km,1.33,37.49,32.24,11,17.29,2.4,0.38,1.39,0.44,0.25,0.95,1.39,11.82,1.11,2.18,0,43%,1.07,74%,86%,11.48,0,0.19,2.4,0.13
,  ,Brandon Brun,£550K  £1.6M,0.97,109,Swiss Super League,,,,4.22,0.22,137,3%,"2,920.00",0.22,,0.11,0.03,0.11,0.12,23%,1.33,0,10%,2.1,0.22,10%,7,12.5km,1.76,37.33,30.88,13.44,13.93,3.39,0.28,0.96,0.22,0.62,0.99,1.66,7.18,1.57,2.84,0.03,31%,2.03,71%,83%,11.07,0,0.34,1.57,0.25
Wnt,  ,Erwin Barmaz,£5.2M  £15.5M,1.42,133,Swiss Super League,,,,4.41,0.1,178,14%,363.5,0.1,,0.21,0.25,0.21,0.12,46%,1.02,0.02,10%,0.92,0.1,11%,4,13.3km,1.34,33.38,28.37,12.68,15.5,2.28,0.5,1.83,0.84,0.25,0.45,1.11,13.39,1.49,2.82,0,23%,1.78,79%,85%,10.62,0.02,0.25,1.49,0.12
,  ,Ferit Bölükbaşı,£550K  £1.7M,1.02,120,Swiss Super League,,,,5.1,0.12,172,11%,433.57,0.18,,0.21,0.21,0.21,0.11,50%,0.89,0,12%,2.97,0.36,12%,4,12.6km,1.3,31.58,27.13,9.73,17.41,1.75,0.53,1.9,0.95,0.33,0.83,1.22,12.57,1.04,2.22,0,17%,1.25,76%,86%,9.73,0,0.42,1.63,0.18
,  ,Marc Tanner,£3.5M  £10.5M,1.62,120,Swiss Super League,,,,4.34,0.11,163,8%,846,0.11,,0.13,0.11,0.13,0.09,30%,0.69,0,10%,1.06,0.11,10%,4,12.6km,1.62,34.84,30.53,11.01,18.75,2.18,0.53,1.41,0.43,0.21,0.66,1.38,9.34,1.36,2.5,0,16%,1.52,75%,88%,10.29,0.03,0.24,1.94,0.13
,  ,Luca Bitetto,Not for Sale,1.41,120,Swiss Super League,,,,4.15,0.04,108,19%,195.17,0.16,,0.26,0.46,0.26,0.11,31%,0.88,0.08,4%,7.95,0.65,8%,1,12.6km,1.69,30.7,26.29,11.14,16.1,1.77,0.92,2.46,0.77,0.31,0.92,1.81,12.95,1.23,1.92,0,21%,1.15,79%,86%,11.14,0.04,0.38,2.46,0.08
,  ,Edouard Moser,£4.9M  £15M,1.78,133,Swiss Super League,,,,4.51,0.2,155,18%,257.5,0.25,,0.19,0.35,0.19,0.1,50%,0.76,0.06,25%,0.82,0.2,25%,7,13.1km,1.63,32.16,27.38,12.87,15.38,2.3,0.9,1.92,0.96,0.2,0.47,1.4,11.18,1.6,2.24,0,17%,1.4,83%,85%,10.69,0,0.44,2.18,0.26
,  ,Zidan Tairi,£325K  £950K,0.64,101,Swiss Super League,,,,3.35,0,71,3%,"1,907.00",0.25,,0.18,0.05,0.18,0.1,35%,0.66,0,,4.01,0.33,8%,0,12.6km,1.6,34.26,29.83,10.29,15.53,2.08,0.57,1.75,0.61,0.42,0.66,1.75,11.23,0.8,2.36,0,20%,1.42,86%,87%,10.81,0,0.38,1.7,0.14
,  ,Sergiy Tereshchenko,£8.8M  £26M,1.9,126,Ukrainian Premier League,,,,6.67,0.19,171,21%,209.82,0.26,,0.29,0.43,0.29,0.14,47%,2.07,0,25%,0.78,0.19,25%,5,13.0km,1.83,31.62,27.45,10.61,14.62,1.75,0.58,2.07,0.97,0.31,0.9,1.68,14.78,1.25,2.5,0,31%,1.21,58%,87%,9.63,0.08,0.39,1.6,0.31
,  ,Ablaye Camara,Not for Sale,1.88,135,Ukrainian Premier League,,,,3.59,0.08,132,16%,551,0.25,,0.1,0.16,0.1,0.1,51%,1.47,0.16,10%,8.6,1.66,19%,3,12.7km,1.28,47.89,42.3,11.19,12.85,2.97,0.33,1.01,0.52,0.19,0.52,1.61,12.71,1.36,2.67,0,41%,1.63,79%,88%,10.81,0.03,0.3,1.36,0.35
,  ,Hamza Lahlou,£1.7M  £5M,1.51,110,Ukrainian Premier League,,,,5.33,0.46,173,2%,"2,921.00",0.25,,0.23,0.03,0.23,0.17,35%,1.05,0,13%,7.33,0.86,12%,15,12.5km,2.4,31.52,26.56,14.82,16.64,2.53,0.22,1.32,0.46,0.4,0.65,1.85,4.16,1.48,3.24,0,20%,2.46,83%,84%,12.85,0.03,0.46,1.79,0.37
,  ,David Ivanov,£200K  £600K,1.13,111,Croatian First League,,,,4.87,0.07,146,9%,449.83,0.09,,0.21,0.2,0.18,0.09,45%,1.3,0.07,7%,6.87,0.63,9%,2,13.4km,1.7,30.58,26.01,10.97,17.54,1.93,1,2.23,1,0.23,0.57,1.57,9.04,1,2.37,0,27%,1.5,82%,85%,9.74,0,0.17,1.67,0.1
,  ,Bozenko Zelić,£2M  £6M,1.31,122,Croatian First League,,,,6.06,0.03,234,12%,386.11,0.19,,0.28,0.23,0.28,0.14,38%,2.18,0.03,2%,0.96,0.03,3%,1,12.8km,1.42,30.04,25.15,13.96,17.17,2.18,0.52,2.02,0.78,0.13,0.7,1.19,10.57,1.27,2.59,0,36%,1.35,74%,84%,10.96,0.03,0.31,1.27,0.18
Lst,  ,CelilNoah Kirli,£650K,1.08,99,Ukrainian Premier League,,,,3.86,0.05,76,12%,887,0.2,,0.1,0.1,0.1,0.12,41%,1.42,0,8%,1.57,0.1,6%,1,12.1km,0.86,44.04,38.56,9.03,15.73,3.5,0.36,0.86,0.36,0.51,1.01,1.67,10.81,1.12,2.94,0,37%,2.23,88%,88%,10.6,0.05,0.51,1.12,0.2
,  ,Gabriel Gheorghe,£45K  £130K,1.37,98,Ukrainian Premier League,,,,5.7,0.1,110,10%,434.5,0.28,,0.26,0.21,0.26,0.12,33%,1.97,0,14%,3.52,0.47,13%,2,13.0km,1.29,35.58,30.76,10.2,14.24,2.59,0.62,2.07,0.67,0.16,0.41,1.66,12.89,0.93,2.74,0,35%,1.71,92%,86%,10.05,0,0.62,0.93,0.16
Inj,  ,Mateo Jumić,£3.5M  £10.5M,1.43,130,Croatian First League,,,,3.61,0.16,113,16%,402.86,0.25,,0.17,0.22,0.17,0.12,37%,0.96,0.1,21%,6.51,0.83,13%,5,13.0km,1.37,40.18,35.46,11.39,14.68,3.57,0.41,1.37,0.51,0.29,0.61,1.91,11.78,1.56,2.52,0.03,27%,1.88,78%,88%,10.47,0.06,0.32,3,0.22
,  ,Igor Tustonjić,£1.2M  £3.6M,1.41,112,Croatian First League,,,,6.07,0.07,184,21%,272.8,0.21,,0.13,0.33,0.13,0.08,45%,2.41,0.1,11%,0.59,0.07,11%,2,12.6km,1.35,30.22,26.52,10.85,20.78,1.81,0.69,1.55,0.69,0.4,0.69,1.29,12.21,1.12,2.18,0,40%,1.45,85%,88%,9.63,0.07,0.26,1.29,0.23
Wnt,  ,Vladimír Němec,£2.4M  £7.2M,1.65,124,Croatian First League,,,,9.86,0.12,331,12%,232.46,0.1,,0.45,0.39,0.42,0.14,44%,4.26,0.06,18%,0.95,0.15,16%,4,11.5km,1.34,22.63,19.72,6.14,17.54,0.98,0.74,3.13,1.37,0.12,0.3,0.98,2.47,0.71,1.73,0,43%,1.31,80%,87%,6.94,0,0.18,0.71,0.06
,  ,Jair Monteiro,£2.8M  £8.6M,1.5,127,Croatian First League,,,,3.87,0.05,162,11%,470.88,0.22,,0.17,0.19,0.15,0.1,40%,1.96,0.31,9%,0.53,0.05,9%,2,12.7km,1.08,43.87,38.51,11.3,11.59,3.77,0.55,1.74,0.69,0.41,0.81,1.67,13.52,1.34,2.87,0,51%,1.55,71%,88%,10.99,0.07,0.53,1.34,0.24
,  ,Ihor Myronenko,£7.6M  £23M,1.58,121,Ukrainian Premier League,,,,5.98,0.04,162,9%,406.17,0.21,,0.26,0.22,0.26,0.11,31%,2.33,0.11,4%,0.85,0.04,4%,1,12.5km,1.33,29.69,25.96,10.71,14.85,2.4,0.63,2.36,0.74,0.3,0.59,1.18,12.93,1.29,2.4,0,39%,1.33,69%,87%,9.64,0.04,0.3,1.33,0.11
,  ,Suso,£475K  £1.4M,1.23,99,Ukrainian Premier League,,,,4.17,0.09,98,3%,"2,115.00",0.19,,0.18,0.04,0.18,0.12,46%,0.72,0,10%,5.53,0.77,14%,2,12.5km,1.49,32,27.91,10.17,18.81,1.83,0.43,1.49,0.68,0.38,0.64,1.87,9.87,1.15,2.21,0,17%,1.28,83%,87%,10.3,0,0.38,1.15,0.21
,  ,Riccardo Tonoli,£60K  £180K,1.06,107,Croatian First League,,,,4.61,0.13,107,19%,298.14,0.22,,0.18,0.3,0.18,0.11,41%,0.69,0,16%,7.37,0.78,11%,3,13.4km,1.6,31.48,25.92,10.65,21.22,1.94,0.52,1.6,0.65,0.26,0.69,1.77,10.31,0.99,2.5,0,15%,1.85,93%,82%,8.62,0,0.52,2.07,0.04
,  ,Ivan Bitarov,£60K  £170K,1.36,102,Ukrainian Premier League,,,,4.1,0.06,66,,,0.12,,0.09,,0.09,0.14,30%,1.37,0.06,5%,1.18,0.06,5%,1,12.3km,1.18,45.84,39.38,8.57,17.39,4.41,0.31,0.62,0.19,0.19,0.68,0.99,11.24,1.74,3.29,0,33%,2.11,76%,86%,10.12,0.19,0.31,1.74,
,  ,Rudi Almeida,£375K  £1.1M,1.41,101,Ukrainian Premier League,,,,10.66,0,214,10%,225.75,0.11,,0.49,0.4,0.45,0.13,47%,3.29,0,,0.55,0,0%,0,11.8km,0.7,22.18,19.09,6.83,18.29,0.9,1.15,3.89,1.84,0.15,0.6,1.1,2.14,0.7,1.79,0,31%,1.45,69%,86%,7.28,0,0.2,0.7,0.05
,  ,Mohamed Benslaiman,£0,1.28,106,Ukrainian Premier League,,,,5.32,0.1,109,18%,307.5,0.07,,0.14,0.29,0.14,0.09,38%,0.93,0,10%,0.98,0.1,10%,2,13.2km,1.71,31.41,27.41,12.24,18.24,1.9,0.68,1.66,0.63,0.2,0.54,1.85,8.34,1.12,2.44,0,17%,1.22,81%,87%,9.56,0,0.15,1.12,0.1
,  ,Piet Westra,£2.9M  £8.6M,1.54,132,Croatian First League,,,,2.4,0.12,96,13%,"1,801.50",0.23,,0.04,0.05,0.04,0.1,27%,0.77,0,21%,1.42,0.27,19%,5,12.0km,1.6,46.56,40.17,10.84,12.09,3.27,0.17,0.37,0.1,0.45,0.65,1.6,14.21,1.32,2.67,0,32%,1.6,81%,86%,10.87,0.02,0.2,1.32,0.3
,  ,Sebastian Kolbusz,£650K  £2M,1.06,116,Croatian First League,,,,4.54,0.13,143,9%,472.5,0.19,,0.18,0.19,0.18,0.09,44%,0.83,0,16%,1.05,0.16,15%,4,12.8km,1.75,30.51,26.76,11.17,18.1,1.59,0.67,2.1,0.92,0.22,0.7,1.71,10.35,0.95,2.03,0,18%,1.27,82%,88%,9.75,0.13,0.48,0.95,0.1
,  ,Stanislav Luca,£24K  £75K,1.12,103,Ukrainian Premier League,,,,2.84,0.05,63,17%,999,0.21,,0.05,0.09,0.05,0.1,50%,1.08,0,7%,0.59,0.05,8%,1,12.3km,1.17,46.53,40.36,10.23,18.2,3.47,0.09,0.54,0.27,0.5,1.22,1.85,13.24,1.4,2.79,0,38%,1.85,73%,87%,11.17,0.18,0.63,1.4,0.23
,  ,Marko Leš,£5.4M  £16.5M,1.93,138,Croatian First League,,,,7.3,0.03,276,16%,141.75,0.12,,0.47,0.63,0.45,0.12,50%,1.59,0.16,5%,0.45,0.03,6%,1,11.6km,1.56,23.78,19.84,6.11,14.44,0.82,1.27,4.05,2.01,0.13,0.29,0.85,3.02,0.61,1.88,0,22%,1.3,73%,83%,6.96,0,0.21,2.06,
,  ,Mevlüt Demirci,Not for Sale,1.49,116,Croatian First League,,,,4.99,0.75,147,14%,331.62,0.23,,0.2,0.27,0.2,0.1,42%,0.85,0,18%,4.07,0.75,18%,22,12.5km,2.65,30.02,25.38,13.13,21.54,2.04,0.58,1.93,0.81,0.2,1.02,1.53,3.77,1.39,3.77,0,17%,2.54,74%,85%,11.67,0.07,0.27,1.42,0.2
,  ,Pablo Méndez,£2.6M  £8M,1.53,118,Ukrainian Premier League,,,,8.76,0,184,8%,315,0.24,,0.33,0.29,0.33,0.09,41%,2.43,0.05,,2,0,0%,0,11.2km,1.43,22.19,19.05,6,17.86,0.76,1.1,3.57,1.48,0.1,0.33,1,2.57,0.52,1.43,0,28%,1.1,77%,86%,6.95,0,0.43,1.14,0.19
,  ,Haitham Dahshan,£500K  £1.6M,0.87,97,Ukrainian Premier League,,,,6.68,0.04,151,8%,677.67,0.17,,0.17,0.13,0.17,0.1,33%,2.83,0.22,4%,1.06,0.04,4%,1,11.8km,1.42,34.35,29.13,7.22,17.04,2.35,0.84,1.73,0.58,0.22,1.24,1.24,10.8,1.55,2.83,0,42%,1.55,74%,85%,7.66,0,0.22,2.74,0.18
Wnt,  ,Alexandr Barbashov,£3.3M  £10M,1.15,118,Ukrainian Premier League,,,,9.58,0.16,236,11%,277.12,0.12,,0.27,0.32,0.27,0.09,42%,2.56,0,33%,0.49,0.16,33%,4,11.7km,1.5,21.19,18.27,5.89,18.06,0.81,0.77,2.96,1.26,0.2,0.69,1.1,1.91,0.61,1.75,0,27%,1.3,80%,86%,6.82,0.04,0.2,0.97,0.04
,  ,Eduard Scurtu,£950K  £2.9M,1.29,105,Ukrainian Premier League,,,,3.41,0.08,81,,,0.1,,0.06,,0.06,0.11,14%,0.84,0,12%,0.67,0.08,13%,2,12.1km,0.97,44.45,38.43,9.39,15.66,2.78,0.17,0.59,0.08,0.46,0.84,1.64,9.81,1.05,3.28,0,25%,2.15,82%,86%,10.52,0.08,0.08,1.05,0.08
,  ,Ivan Mironov,£80K  £240K,1.82,97,Ukrainian Premier League,,,,7.04,0.11,66,15%,422,0.17,,0.2,0.21,0.2,0.15,38%,2.13,0.11,11%,0.96,0.11,11%,1,12.7km,1.71,34.02,28.58,9.7,18.02,1.6,0.32,1.39,0.53,0.21,0.96,1.39,9.81,1.17,2.35,0,30%,1.49,100%,84%,9.81,0,0.21,2.03,0.11
Wnt,  ,Michael Bednář,£8M  £24M,1.87,137,Ukrainian Premier League,,,,5.99,0,224,17%,160.14,0.09,,0.32,0.56,0.32,0.1,52%,1.34,0.05,,0.75,0,0%,0,11.9km,0.91,22.67,19.62,6.58,14.85,1.02,1.02,3.29,1.71,0.19,0.43,0.86,2.3,0.91,2.03,0,22%,1.2,73%,87%,7.25,0,0.05,1.15,0.11
,  ,Dmytro Petrychenko,£190K  £550K,1.42,97,Ukrainian Premier League,,,,3.4,0.16,64,17%,564,0.12,,0.1,0.16,0.1,0.1,44%,0.69,0,18%,0.85,0.16,19%,3,11.9km,1.49,45.43,38.99,9.15,13.03,3.99,0.43,0.96,0.43,0.21,1.06,1.54,9.41,1.7,2.87,0,20%,1.81,85%,86%,11.49,0,0.16,1.7,0.11
,  ,Emil Samardžić,Not for Sale,1.41,106,Serbian SuperLeague,,,,5.55,0.18,123,11%,498.75,0.24,,0.17,0.18,0.17,0.1,24%,1.62,0,17%,1.04,0.18,17%,4,12.7km,0.54,35.64,30.54,11.73,15.07,2.71,0.54,1.67,0.41,0.27,0.72,0.9,12.95,1.53,2.44,0,29%,1.4,72%,86%,10.29,0,0.5,1.53,0.23
,  ,Davorin Tošić,£275K  £800K,1.19,106,Serbian SuperLeague,,,,6.02,0.19,126,6%,628.33,0.21,,0.23,0.14,0.23,0.09,38%,2.2,0,14%,1.34,0.19,14%,4,12.8km,1.15,29.89,25.88,10.74,18.19,1.81,0.95,2.53,0.95,0.29,0.57,1.58,10.46,1.15,2.82,0,37%,1.77,79%,87%,8.93,0,0.14,1.15,0.19
Wnt,  ,Miloš Maksimović,£140K  £425K,1.07,106,Serbian SuperLeague,,,,4.65,0.09,150,8%,"1,452.50",0.34,,0.09,0.06,0.09,0.12,36%,2.04,0.12,9%,1.36,0.09,7%,3,12.5km,1.08,39.44,33.37,10.04,16.39,2.97,0.19,0.77,0.28,0.28,0.74,1.49,9.51,1.3,2.45,0,44%,1.55,77%,85%,9.88,0.03,0.5,1.3,0.28
,  ,Dejan Stojanović,£240K  £700K,1.21,106,Serbian SuperLeague,,,,6.34,0.23,135,5%,958.5,0.27,,0.17,0.09,0.17,0.09,25%,2.02,0,26%,3.15,0.42,13%,5,13.2km,1.31,30.52,26.01,12.21,15.26,2.02,0.66,1.88,0.47,0.23,0.7,1.55,11.08,1.27,1.88,0,32%,1.13,83%,85%,9.72,0.05,0.23,1.27,0.28
,  ,Dejan Kolar,£475K  £1.4M,0.9,105,Israeli Premier League,,,,6.49,0.12,54,6%,749,0.11,,0.2,0.12,0.2,0.11,19%,1.32,0,50%,0.24,0.12,50%,1,12.8km,1.32,29.2,24.51,11.78,19.95,1.56,0.6,1.92,0.36,0.6,0.84,1.2,8.77,0.84,1.32,0,20%,0.84,78%,84%,10.33,0.12,0.48,0.84,0.12
,  ,Đorđe Blagojević,£220K  £650K,0.77,104,Serbian SuperLeague,,,,3.72,0.2,114,6%,"1,379.50",0.15,,0.12,0.07,0.12,0.12,44%,1.37,0.03,18%,1.04,0.2,19%,6,12.4km,0.91,46.29,39.31,10.21,15.53,3.98,0.33,1.04,0.46,0.36,0.69,1.08,10.57,1.21,3.16,0,37%,2.25,87%,85%,11.52,0,0.29,1.21,0.16
,  ,Miljan Simović,£375K  £1.1M,1.8,102,Serbian SuperLeague,,,,6.62,0,78,11%,530.5,0.05,,0.14,0.17,0.14,0.09,32%,1.44,0,,1.02,0,0%,0,12.4km,1.02,30.88,26.55,10.94,19.26,1.61,0.59,1.61,0.51,0.25,0.34,1.61,7.38,0.59,2.63,0,22%,1.87,85%,86%,9.33,0,,0.76,
,  ,Gil Gabay,£550K  £1.6M,1.51,102,Israeli Premier League,,,,3.37,0.17,120,,,0.25,,0.13,,0.13,0.12,30%,1.35,0.03,18%,0.9,0.17,19%,6,12.0km,1.12,45.35,38.62,10.13,14.28,3.09,0.34,1.12,0.34,0.39,0.53,1.71,12.97,0.84,2.67,0,40%,1.54,67%,85%,11,0.03,0.25,0.84,0.14
,  ,Danko Brković,£190K  £600K,1.14,101,Serbian SuperLeague,,,,5.61,0.18,184,14%,738.5,0.07,,0.09,0.12,0.09,0.11,39%,1.49,0.03,22%,0.82,0.18,22%,6,13.0km,1.28,32.3,27.57,11.52,18.13,1.55,0.37,0.85,0.34,0.3,0.73,1.58,10.54,1.1,2.07,0,27%,1.77,91%,85%,9.63,0,0.09,1.1,0.09
Wnt,  ,Zoran Marić,£300K,0.56,101,Israeli Premier League,,,,5.33,0.26,83,19%,467.33,0.2,,0.09,0.19,0.09,0.09,25%,0.9,0,25%,1.03,0.26,25%,4,12.9km,1.35,29.91,25.74,10.4,18.42,2.12,0.32,1.03,0.26,0.32,0.51,1.54,8.86,1.16,2.12,0,17%,1.54,86%,86%,10.01,0.06,0.26,1.54,
,  ,Gino Verhulst,£95K  £300K,0.77,98,Israeli Premier League,,,,3.55,0.22,82,9%,"1,038.00",0.22,,0.11,0.09,0.11,0.11,35%,0.82,0.13,23%,0.91,0.22,24%,5,12.6km,1.3,45.82,39.67,10.01,12.7,3.08,0.43,1,0.35,0.3,0.91,1.65,11.23,1.26,2.9,0,23%,1.82,78%,87%,10.58,0.04,0.35,1.43,0.13
,  ,Marko Pavić,£60K  £190K,1.33,97,Serbian SuperLeague,,,,6.25,0.12,103,20%,370.75,0.21,,0.1,0.24,0.1,0.08,30%,2.49,0.12,14%,0.85,0.12,14%,2,11.5km,1.21,37.93,33.44,8.25,16.45,2.61,0.18,1.21,0.36,0.06,1.27,1.4,9.89,1.64,2.73,0,40%,1.76,83%,88%,9.47,0,0.18,1.64,0.18
,  ,Sebastian Grzejda,£55K  £160K,1.13,93,Israeli Premier League,,,,10.57,0,230,19%,217.56,0.33,,0.24,0.41,0.24,0.11,51%,2.57,0,,0.74,0,0%,0,11.6km,0.78,26.48,23.53,7.26,16.18,0.92,0.69,2.16,1.1,0.23,0.37,0.74,2.57,0.69,2.02,0,24%,1.47,76%,89%,6.66,0,0.37,1.79,0.14
,  ,Andrija Maksimović,Not for Sale,1.77,134,Serbian SuperLeague,,,,3.04,0.1,87,16%,368.43,0.32,,0.17,0.24,0.17,0.11,39%,0.73,0.07,17%,4.5,0.7,16%,3,12.2km,1.61,43.34,37.34,10.64,11.34,3.45,0.42,1.54,0.59,0.24,0.84,1.74,12.53,1.22,2.58,0,24%,1.47,74%,86%,10.71,0.1,0.66,1.54,0.42
,  ,Ron Dayan,£2.8M  £8.4M,1.74,129,Israeli Premier League,,,,3.34,0.19,124,9%,"1,112.33",0.2,,0.12,0.08,0.12,0.13,39%,1.08,0,18%,3.75,0.57,15%,7,12.2km,1.16,43.1,37.19,9.79,13.32,3.86,0.19,0.89,0.35,0.38,0.7,1.83,12.92,1.48,2.72,0,32%,1.75,72%,86%,10.68,0.03,0.32,2.89,0.16
,  ,Filip Milošević,£1.9M  £5.8M,1.73,122,Serbian SuperLeague,,,,5.11,0.26,118,16%,231.11,0.29,,0.28,0.39,0.28,0.12,45%,0.82,0,23%,2.47,0.39,16%,6,12.9km,1.51,30.55,26.48,10.21,13.54,1.82,0.61,2.42,1.08,0.09,0.61,1.17,13.24,1.34,2.38,0,16%,1.86,90%,87%,9.17,0.04,0.43,1.34,0.17
,  ,Darko Žganjer,£2.1M  £6.2M,1.48,122,Serbian SuperLeague,,,,5.73,0.23,172,17%,245.64,0.2,,0.25,0.37,0.25,0.12,33%,2.2,0.03,25%,0.93,0.23,25%,7,13.0km,1.47,30.38,26.08,10.76,15.16,2.07,0.7,2.13,0.7,0.37,0.7,1.63,15.49,1.33,2.5,0,38%,1.37,73%,86%,9.09,0,0.3,1.33,0.27
,  ,Gal Levi,£500K  £1.5M,1.39,118,Israeli Premier League,,,,3.56,0.08,95,,,0.18,,0.03,,0.03,0.08,27%,1.61,0.11,10%,0.75,0.08,10%,2,12.3km,1.16,44.94,38.98,10.24,13.92,3.64,0.15,0.41,0.11,0.53,0.6,1.76,11.59,1.16,2.55,0,45%,1.73,85%,87%,10.43,0.04,0.26,1.24,0.04
,  ,Meir Alon,£750K  £2.2M,1.62,118,Israeli Premier League,,,,4.24,0.06,138,30%,976.67,0.1,,0.03,0.09,0.03,0.09,30%,1.35,0.15,9%,5.84,0.55,9%,2,12.2km,1.11,44.26,39.56,9.71,9.86,3.72,0.15,0.31,0.09,0.37,0.89,1.94,15.79,1.35,2.64,0,32%,1.84,82%,89%,10.63,0.09,0.4,1.38,0.25
,  ,Naor Sinay,£650K  £1.9M,1.39,117,Israeli Premier League,,,,2.91,0,83,11%,"1,284.50",0.13,,0.06,0.07,0.06,0.09,33%,0.88,0,,1.33,0.04,3%,0,12.4km,1.19,44.32,38.33,9.95,13.56,3.96,0.21,0.63,0.21,0.39,0.77,1.79,14.22,1.51,2.91,0,30%,1.75,69%,86%,11,0.07,0.25,1.61,0.14
,  ,Petar Kovačević,£700K  £2.1M,1.45,117,Serbian SuperLeague,,,,4.63,0.17,139,9%,450.5,0.12,,0.19,0.2,0.19,0.09,34%,0.87,0,17%,0.93,0.17,18%,5,13.0km,1.33,31.66,27.1,11.72,17.98,2.03,0.77,2.16,0.73,0.17,0.67,1.53,12.09,1.27,2.56,0,19%,1.4,64%,86%,10.62,0,0.17,1.47,0.1
,  ,Nehoray Kaduri,£1.2M  £3.6M,1.41,115,Israeli Premier League,,,,3.92,0.37,126,11%,"2,890.00",0.2,,0.04,0.03,0.04,0.13,56%,1.74,0.09,17%,2.27,0.4,18%,12,12.6km,1.96,47.55,41.85,14.26,13.11,6.73,0.03,0.28,0.16,0.78,1.31,2.52,14.82,1.31,2.3,1.09,44%,2.34,76%,88%,8.22,0.22,0.22,2.18,0.25
,  ,Diogo Carvalhal,£350K  £1.1M,1.62,114,Israeli Premier League,,,,5.21,0.54,116,,,0.25,,0.03,,0.03,0.06,18%,2.06,0.09,13%,4.04,0.54,13%,12,12.6km,1.66,32.5,26.21,13.69,13.6,3.86,0.22,0.49,0.09,0.27,0.58,1.44,6.64,1.93,3.32,0,40%,2.33,87%,81%,11.45,0,0.45,2.2,0.31
,  ,Josip Jakšić,£800K  £2.4M,1.39,113,Serbian SuperLeague,,,,3.09,0.09,66,8%,962.5,0.17,,0.12,0.09,0.12,0.1,36%,0.89,0.05,20%,0.47,0.09,20%,2,12.8km,0.94,42.73,37.5,12.02,9.82,3.65,0.42,1.17,0.42,0.28,0.56,1.82,10.05,1.31,2.48,0,29%,1.64,78%,88%,9.44,0.09,0.19,1.5,0.14
