Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Yevhen Honcharuk,£1.5K  £4K,0.85,101,Czech First Division,,,,5.78,0.28,41,,,0.14,,0.01,,0.01,0.1,100%,3.53,0.42,9%,3.1,0.28,9%,2,11.9km,0.85,50.22,44.72,13.4,11.99,7.19,0,0.14,0.14,0.85,1.27,2.26,13.68,0.85,2.26,0.42,61%,2.68,79%,89%,8.61,0.14,0.42,0.85,
,  ,Andrew Mason,£120K  £350K,1.65,102,Irish Premier Division,,,,5.85,0.12,97,15%,746.5,0.02,,0.18,0.12,0.18,0.23,15%,2.05,0.72,6%,1.93,0.12,6%,2,12.1km,0.78,45.27,39.67,13.56,16.03,4.88,0.24,0.78,0.12,0.24,0.54,2.35,10.73,0.72,1.99,0.6,35%,1.63,71%,88%,7.66,0.12,0.12,0.72,
,  ,Yanis Maes,£250K  £800K,1.36,111,Bulgarian First League,,,,4.87,0.51,125,11%,"1,154.50",0.12,,0.09,0.08,0.09,0.12,39%,2.73,0.12,11%,4.29,0.51,12%,13,12.2km,2.1,35.04,30.32,14.5,18.9,3.51,0.23,0.7,0.27,0.7,1.17,2.61,8.3,1.17,3.12,0,56%,2.85,87%,87%,12.78,0.12,0.31,1.17,
,  ,Ivan Gomes,£130K  £375K,1.19,111,Bulgarian First League,,,,5.61,0.75,143,14%,458.6,0.07,,0.14,0.2,0.14,0.1,43%,2.55,0.08,24%,3.06,0.75,24%,19,11.9km,1.84,33.28,27.55,14.13,20.96,2.35,0.27,1.37,0.59,0.35,1.1,2.04,4.4,1.45,3.14,0,45%,2.28,84%,83%,12.01,0.04,0.12,1.45,0.04
,  ,Rogan Boyland,£0,1.06,108,Irish Premier Division,,,,4.12,0.59,70,,,0.04,,0.01,,0.01,0.13,0%,1.59,0,13%,7.65,0.94,12%,10,12.2km,2.35,33.88,29.65,14.65,16.24,4.18,0,0.06,0,0.41,0.71,2.82,10.71,1.47,3.35,0.76,39%,2.94,82%,88%,12.88,0.12,,1.59,0.12
Inj,  ,Evan Arnal,£1.6M  £4.7M,2.03,127,Bulgarian First League,,,,4.44,0.59,142,12%,360,0.12,,0.21,0.25,0.21,0.1,39%,2.16,0,15%,3.84,0.59,15%,19,12.7km,2.03,32.84,28.5,15.41,18.5,2.06,0.75,2.16,0.84,0.38,0.81,1.91,5.12,1.03,3.34,0,49%,2.56,80%,87%,12.06,0,0.22,1.03,0.12
,  ,Vladimir Netov,£375K  £1.2M,1.03,107,Bulgarian First League,,,,5.37,0.99,158,,,0.04,,0,,0,0.01,0%,2.79,0.24,14%,7.04,0.99,14%,29,12.7km,1.87,36.45,30.46,13.84,20.81,3.03,0.03,0.03,0,0.68,1.46,2.86,11.08,1.05,2.96,0.71,52%,2.55,79%,84%,10.78,0.14,0.24,1.05,0.03
,  ,Maurice Gartland,£1.4M  £4.1M,2.07,123,Irish Premier Division,,,,4.23,0.22,59,,,0.06,,0,,0,0.02,0%,1.29,0.29,11%,1.87,0.22,12%,3,13.0km,0.86,46.51,41.05,17.37,11.48,5.38,0.07,0.14,0,0.5,1.58,1.79,19.02,1.65,3.66,0.57,31%,3.16,69%,88%,9.26,0.22,0.29,1.65,
,  ,Stanislav Petkov,£100K  £300K,1.06,99,Bulgarian First League,,,,4.93,0.68,72,,,0.04,,0.05,,0.05,0.07,20%,2.74,0.14,25%,2.67,0.68,26%,10,11.6km,1.64,50.34,41.71,14.73,18.7,6.78,0.41,0.68,0.14,0.68,1.23,1.99,7.88,0.82,1.71,0.27,56%,1.78,84%,83%,6.16,0.21,0.07,0.82,
,  ,Zhivko Kolibarov,£190K  £550K,1.43,100,Bulgarian First League,,,,4.75,0.45,137,,,0.08,,0.02,,0.02,0.12,0%,2.25,0.28,17%,2.53,0.45,18%,13,12.4km,0.97,47.13,39.75,13.58,19.1,5.75,0.07,0.14,0,0.73,1.14,2.5,7.59,1.07,2.56,0.1,47%,2.6,78%,84%,8.56,0.07,0.07,1.07,
,  ,Domenico Meraglia,Not for Sale,1.21,116,Bulgarian First League,,,,4.62,0.47,109,,,0.11,,0.02,,0.02,0.1,0%,2.96,0.34,16%,2.75,0.47,17%,11,12.9km,1.23,43.96,38.16,16.39,13.04,5.46,0.04,0.21,0,0.68,1.06,2.71,10.25,0.85,2.75,0.17,64%,2.96,91%,87%,8.39,0.04,0.17,0.85,0.13
,  ,Alex Pennell,£150K  £450K,0.47,96,Irish Premier Division,,,,4.53,1.2,68,,,0.09,,0.01,,0.01,0.1,100%,3.2,0,17%,6.8,1.2,18%,18,12.9km,2.2,36.93,31.67,13.13,15.93,3.07,0,0.07,0.07,0.73,1.13,2.93,6.33,1,2.33,0,71%,2,81%,86%,10.67,0.07,0.13,1,0.07
,  ,Keith Williams,£4.5M  £13.5M,2.29,140,Bulgarian First League,,,,4.1,0.02,212,,,0.1,,0.02,,0.02,0.18,17%,2.01,0.15,1%,1.03,0.02,2%,1,13.0km,1.33,55.74,49.38,14.76,10.17,6.32,0.02,0.12,0.02,0.83,0.89,2.19,14.1,0.52,2.92,0.21,49%,3.15,84%,89%,9.05,0.14,0.17,0.52,0.06
,  ,Ivaylo Varbanov,£475K  £1.5M,1.22,104,Bulgarian First League,,,,4.73,0.13,112,11%,533.25,0.19,,0.23,0.17,0.23,0.15,31%,0.8,0,16%,2.07,0.34,16%,3,13.2km,1.48,30.84,25.4,10.25,19.66,1.77,0.42,1.52,0.46,0.38,0.55,1.98,8.82,0.8,1.98,0,17%,1.35,76%,82%,9.07,0,0.34,0.89,0.17
Ret,  ,Álvaro Casado,£0,1.61,92,Bulgarian First League,,,,4.57,0.34,68,13%,"1,338.00",0.04,,0.07,0.07,0.07,0.13,13%,2.02,0.34,10%,3.23,0.34,10%,5,12.3km,0.61,47.09,40.16,14.93,16.08,4.71,0.07,0.54,0.07,1.01,1.75,2.56,10.56,1.08,2.15,1.28,44%,2.15,71%,85%,9.01,0.13,0.07,1.08,
,  ,Javelle Fisher,£75K  £230K,1,97,Irish Premier Division,,,,5.59,0.25,91,,,0.06,,0.02,,0.02,0.05,17%,2.76,0.61,25%,0.98,0.25,25%,4,13.0km,0.68,52.1,46.26,10.87,10.14,3.81,0.06,0.37,0.06,0.31,1.04,0.86,13.39,0.98,2.95,0.12,49%,2.27,73%,89%,9.15,0.06,0.18,0.98,0.06
,  ,Jon Dalton,£375K  £1.1M,1,111,Irish Premier Division,,,,3.53,1.18,60,,,0.03,,0.02,,0.02,0.12,0%,1.47,0,19%,6.06,1.18,19%,20,12.8km,2.18,35.94,30.12,17,18.53,3.35,0,0.18,0,0.88,1.71,2.18,11.12,1.24,2.59,0.47,42%,2.65,87%,84%,11.65,0.18,0.12,1.24,0.06
,  ,Chukwuemeka Emaviwe,£550K  £1.6M,2.38,115,Irish Premier Division,,,,4.01,0.66,49,100%,"1,099.00",0.06,,0.01,0.08,0.01,0.12,100%,1.8,0.25,26%,2.46,0.66,27%,8,12.1km,1.39,46.68,39.96,14.66,12.69,5.65,0,0.08,0.08,0.74,1.31,2.78,16.71,1.06,3.03,0,45%,3.03,86%,86%,8.76,0.16,,1.06,0.16
,  ,Valentin Turcin,£240K  £750K,1.11,105,Bulgarian First League,,,,3.73,0.5,104,29%,"1,254.00",0.04,,0.06,0.07,0.06,0.24,57%,1.61,0.25,17%,2.87,0.5,18%,14,12.2km,0.93,45.36,40.05,15.25,15.32,5.99,0.04,0.25,0.14,0.83,1.58,2.19,9.98,1.4,2.87,0.14,43%,3.12,81%,88%,8.94,0.22,0.18,1.4,
,  ,Tim Kies,£3.5K  £10K,1.2,93,3F Superliga,,,,6.56,0.51,180,,,0.04,,0.01,,0.01,0.07,0%,4.08,0.58,15%,3.35,0.51,15%,14,12.2km,1.13,45.16,39.01,12.78,15.26,4.59,0,0.11,0,1.13,1.38,2.48,7.87,0.91,1.75,0.62,62%,1.6,72%,86%,7.43,0.11,0.22,0.91,0.04
Ret,  ,Nenad Šešlija,£0,1.56,93,3F Superliga,,,,8.2,0.56,102,,,0.06,,0.08,,0.08,0.1,30%,5.47,0.56,20%,2.82,0.56,20%,7,11.7km,0.48,50.75,42.71,12.55,15.28,4.75,0.32,0.8,0.24,0.8,1.85,2.09,12.06,0.48,1.53,0.64,67%,1.21,65%,84%,7.08,0.16,0.16,0.48,
Req,  ,Eriz Kortazar,£600K  £1.8M,1.9,122,3F Superliga,,,,4.62,0.53,26,,,0.01,,0.16,,0.16,0.23,25%,2.31,0,13%,4.08,0.53,13%,3,12.5km,1.78,38.17,32.66,14.73,13.67,4.62,0,0.71,0.18,0.36,0.71,2.13,6.57,1.42,2.31,0,50%,1.78,91%,86%,9.59,0,0.18,1.42,0.18
,  ,Patrick Risvig,Not for Sale,1.93,123,3F Superliga,,,,5.04,0.39,129,15%,255.78,0.22,,0.3,0.35,0.3,0.13,43%,0.82,0,10%,3.71,0.39,11%,10,12.3km,2.62,34.05,29.28,14.62,16.62,2.27,0.63,2.38,1.02,0.2,0.59,2.42,6.14,1.21,2.89,0,16%,2.15,81%,86%,11.81,0.04,0.39,1.21,0.08
,  ,Moses Sarpong,£4.1M  £12.5M,1.84,123,3F Superliga,,,,7.04,0,157,20%,"2,007.00",0.02,,0.01,0.04,0.01,0.05,60%,4.35,0.45,,0.04,0,0%,0,11.5km,0.04,53.9,49.51,5.25,3.18,4.22,0.04,0.22,0.13,0.4,1.43,1.61,16.1,0.22,1.21,0.54,62%,1.3,85%,92%,3,0.27,0.04,0.22,0.04
Wnt,  ,Simon Jespersen,Not for Sale,1.63,123,3F Superliga,,,,5.41,0.25,132,,,0.17,,0.03,,0.03,0.09,13%,3.57,0.25,11%,2.21,0.25,11%,6,13.4km,1.31,48.75,41.37,17.34,12.18,6.44,0.08,0.33,0.04,0.86,1.19,2.67,14.92,1.15,3.12,0.16,66%,2.99,73%,85%,9.51,0.25,0.16,1.15,0.37
,  ,Ibrahim Samaké,£2.7M  £8M,1.82,124,Jupiler Pro League,,,,4,0.26,46,,,0.18,,0.15,,0.15,0.24,43%,2.17,0.09,17%,1.48,0.26,18%,3,11.6km,1.39,45.3,38.52,14.96,14.96,5.91,0.26,0.61,0.26,0.61,1.48,2.52,10.26,1.3,2.96,0,54%,2.7,84%,85%,9.91,0.17,0.09,1.3,0.26
Inj,  ,Idan Mizrahi,£1.4M  £4.3M,0.57,112,Jupiler Pro League,,,,4.4,0.38,69,,,0.06,,0.01,,0.01,0.05,33%,2.74,0.32,15%,2.55,0.38,15%,6,12.9km,1.09,46.91,40.79,16.79,15.83,5.68,0.19,0.19,0.06,0.57,0.7,2.23,9.38,0.64,2.49,0.96,62%,3,85%,87%,9.7,0,,0.64,
,  ,Viane Odongkara,Not for Sale,1.5,113,3F Superliga,,,,4.03,0.76,95,26%,353.83,0.13,,0.11,0.25,0.11,0.11,52%,1.61,0.04,14%,5.3,0.76,14%,18,11.9km,3.18,32.47,27.09,14.63,15.6,3.31,0.21,0.98,0.51,0.64,1.19,2.5,5.6,1.02,2.67,0,40%,2.16,91%,83%,10.94,0,0.25,1.02,0.08
Wnt,  ,Alberto Mínguez,£2.5M  £7.4M,1.43,125,Jupiler Pro League,,,,4.82,0.2,144,11%,538,0.07,,0.18,0.17,0.18,0.11,43%,0.97,0.1,7%,2.54,0.2,8%,6,11.9km,2.81,30.01,26.4,15.02,21.08,1.74,0.6,1.57,0.67,0.27,0.64,1.64,3.78,0.97,3.01,0,20%,2.34,82%,88%,12.78,0.03,0.13,0.97,0.07
Wnt,  ,Antoine Biani,£8K  £26K,1.53,90,Jupiler Pro League,,,,7.35,0.15,97,,,0,,0.01,,0.01,0.09,0%,5.15,0.76,40%,0.38,0.15,40%,2,11.7km,0.23,54.7,47.73,6.36,5.53,3.18,0,0.15,0,0.53,1.97,1.21,7.73,0.08,1.29,0.15,70%,1.21,94%,87%,2.8,0.08,0.08,0.08,
,  ,Leonid Skvortsov,£2.3M  £7M,1.74,126,Jupiler Pro League,,,,6.47,0.59,109,,,0.07,,0.02,,0.02,0.14,0%,4.57,0.83,40%,1.48,0.59,40%,10,12.0km,0.65,50.05,43.69,10.57,9.08,4.39,0.06,0.18,0,0.36,1.25,1.31,13.89,0.71,2.2,1.31,71%,2.32,78%,87%,5.82,0.3,,0.71,
,  ,Esben Mortensen,£4.1M  £12.5M,1.86,127,3F Superliga,,,,4.48,0.46,224,,,0.04,,0,,0,0.04,0%,2.14,0.38,18%,2.52,0.46,18%,23,12.9km,1.06,46.7,41.92,15.58,15.32,5.62,0,0.02,0,0.62,1.16,2.36,13.88,0.82,2.78,0.06,48%,3.08,83%,90%,8.44,0.08,0.08,0.82,0.02
,  ,JeanPhilippe Michaux,£900K  £2.6M,1.21,112,Jupiler Pro League,,,,3.86,0.17,68,,,0.04,,0.01,,0.01,0.05,50%,2.38,0.17,6%,2.44,0.17,7%,3,12.9km,1.25,46.56,40.38,15.94,20.87,5.56,0.06,0.11,0.06,0.74,1.13,2.78,8.62,0.91,2.78,0.11,62%,3.01,90%,87%,8.34,0.28,,0.91,0.11
,  ,Felix Lundström,£1.9M  £5.8M,0.83,113,Jupiler Pro League,,,,4.71,0.48,157,17%,500.17,0.16,,0.13,0.18,0.13,0.12,42%,1.89,0.24,16%,2.85,0.48,17%,16,11.9km,1.92,38.45,32.87,14.97,17.6,3.63,0.3,1.08,0.45,0.54,0.87,2.31,8.34,0.9,3.57,0.24,40%,2.49,74%,85%,10.56,0.21,0.3,0.9,0.09
,  ,Mehdi Filali,£12K  £40K,0.83,83,Jupiler Pro League,,,,5.65,0.42,120,,,0.05,,0.09,,0.09,0.24,13%,2.26,0.24,14%,3.02,0.42,14%,9,11.4km,1.13,45.38,38.4,14.89,21.11,4.24,0.05,0.38,0.05,0.9,2.07,2.36,7.73,0.61,2.03,0.19,40%,1.79,76%,85%,7.92,0.09,0.05,0.61,
,  ,Vik Kendeš,£3.1M  £9.4M,1.11,132,3F Superliga,,,,3.91,0.13,58,,,0.12,,0.08,,0.08,0.1,18%,0.74,0.07,5%,2.56,0.13,5%,2,12.9km,1.95,44.8,40.42,16.37,12.8,4.04,0.27,0.74,0.13,0.54,1.01,2.16,9.43,1.08,2.22,0.07,19%,2.36,90%,90%,9.9,0,0.2,1.08,
,  ,Adebayo Ifeanyi,£15.5M  £46M,1.49,137,Jupiler Pro League,,,,3.53,0.49,115,13%,"1,464.00",0.07,,0.06,0.06,0.06,0.11,50%,1.88,0.09,23%,2.06,0.49,24%,16,12.7km,1.91,45.22,39.93,14.66,11.1,5.69,0.22,0.49,0.25,0.52,1.08,2.58,12.51,0.65,2.95,0.61,53%,3.04,80%,88%,9.47,0.12,0.18,0.65,
,  ,Luis Stafa,£11.5M  £34M,1.57,139,Jupiler Pro League,,,,3.7,0.38,128,11%,"3,112.00",0.06,,0.02,0.03,0.02,0.1,11%,2.02,0.12,22%,1.68,0.38,22%,13,12.8km,2.17,52.92,46.85,14.55,12.26,5.9,0.12,0.26,0.03,0.67,0.87,2.66,11.42,0.9,2.49,0.06,55%,2.92,82%,89%,9.34,0.14,0.09,0.9,0.03
,  ,Seyit Tosun,Not for Sale,1.11,117,Jupiler Pro League,,,,5.17,0.45,207,11%,514.86,0.1,,0.15,0.17,0.15,0.1,41%,0.85,0.05,11%,3.87,0.45,12%,18,12.6km,2.22,31.91,26.65,15.71,19.03,2.32,0.47,1.52,0.62,0.35,0.65,1.57,4.4,1.12,3.62,0,16%,2.87,82%,83%,12.49,0.02,0.27,1.12,0.02
,  ,Javier Oliver,£14K  £40K,1.56,97,Jupiler Pro League,,,,4.08,0.41,70,,,0.12,,0.03,,0.03,0.13,50%,0.93,0.12,18%,2.22,0.41,18%,7,12.6km,1.52,45.96,39.14,14.12,17.5,6.53,0.12,0.23,0.12,1.22,1.4,2.57,10.38,0.76,2.62,0.52,23%,2.33,69%,85%,9.45,0.17,0.12,0.76,0.17
Wnt,  ,Mounir Boukhriss,£35K  £110K,0.7,104,Jupiler Pro League,,,,3.19,0.34,103,,,0.05,,0,,0,0.05,33%,1.11,0.09,17%,1.98,0.34,17%,11,12.1km,1.18,46.8,39.27,13.4,18.35,5.57,0.03,0.09,0.03,0.9,1.24,2.75,10.93,0.93,1.92,0.43,35%,2.23,87%,84%,8.67,0.03,0.06,0.93,
,  ,Ove Alexander Nylund Nilsen,£500K  £1.5M,1.28,111,3F Superliga,,,,4.52,0.54,125,11%,"1,244.50",0.12,,0.1,0.07,0.1,0.15,16%,2.49,0.11,21%,2.49,0.54,22%,15,12.6km,1.37,46.1,39.92,16.67,14.5,4.3,0.25,0.69,0.11,0.65,1.3,1.74,12.58,0.76,1.74,0.58,55%,2.17,85%,87%,8.1,0.14,0.11,0.76,0.18
,  ,Alejandro Enguix,£375K  £1.1M,1.86,131,3F Superliga,,,,5.94,0.31,233,,,0.09,,0.04,,0.04,0.09,18%,3.85,0.66,21%,1.45,0.31,21%,12,12.7km,1.17,49.12,45.37,14.71,15.17,6.32,0.03,0.43,0.08,0.56,0.87,2.65,13.51,0.66,2.32,0.46,65%,2.55,78%,92%,9,0.15,0.33,0.66,0.05
,  ,Enes Mujakic,£1.9M  £5.6M,1.45,120,Jupiler Pro League,,,,3.37,0.19,54,,,0.12,,0.04,,0.04,0.09,0%,1.31,0.19,7%,2.62,0.19,7%,3,12.3km,1.37,46.75,38.7,14.11,10.98,5.49,0.25,0.5,0,0.69,1.5,1.93,13.23,0.81,2.56,0.37,39%,3.12,98%,83%,9.36,0.12,0.12,0.81,0.06
,  ,Noa Bodson,£5K  £16K,1.35,72,Jupiler Pro League,,,,6.82,0.41,50,,,0.01,,0,,0,0,,2.32,0.82,15%,2.73,0.41,15%,3,12.8km,0.27,47.45,40.36,12.95,19.36,5.59,0,,,0.27,1.64,1.5,7.5,1.23,1.64,1.91,34%,0.95,54%,85%,6.68,0,,1.23,
Inj,  ,Julen Quereda,£170K  £500K,0.68,115,3F Superliga,,,,3.99,0.35,113,,,0.12,,0.02,,0.02,0.05,11%,1.41,0.18,14%,2.4,0.35,15%,10,13.2km,0.46,44.61,37.84,18.18,13.34,6.07,0.21,0.32,0.04,0.56,0.99,2.47,12.14,1.16,2.86,0.67,35%,3.14,82%,85%,9.81,0.32,0.21,1.16,0.11
,  ,Zahi Navon,£10M  £30M,2.07,143,Jupiler Pro League,,,,3.06,0.22,123,,,0.13,,0.03,,0.03,0.13,0%,1.59,0.22,15%,1.49,0.22,15%,9,12.9km,1.52,50.15,45.27,15.37,12.4,6.55,0.05,0.2,0,0.5,1.02,2.39,16.88,1.07,3.36,0.45,52%,3.46,81%,90%,8.84,0.2,0.25,1.07,
,  ,Livesey Baguley,£5.2M  £15.5M,0.83,123,3F Superliga,,,,4.2,0.27,126,,,0.08,,0.02,,0.02,0.07,14%,1.9,0.1,12%,2.1,0.27,13%,8,13.1km,1.57,46.8,40.26,17.88,13.58,6.24,0.03,0.23,0.03,0.73,1.33,2.87,11.38,0.77,2.07,0.13,45%,2.57,82%,86%,9.04,0.13,,0.77,0.03
,  ,Andriy Babiy,£1.1M  £3.2M,1.69,116,Jupiler Pro League,,,,4.02,0.18,158,,,0.07,,0.04,,0.04,0.25,14%,1.96,0.15,8%,2.21,0.18,8%,7,12.5km,1.04,46.13,41.68,16.35,14.23,5.32,0.08,0.18,0.03,0.69,1.32,2.57,12.93,0.92,2.44,0.46,49%,3.06,82%,90%,8.81,0.05,0.1,0.92,0.1
,  ,Søren Andersen,£150K  £450K,1.29,101,3F Superliga,,,,5.22,0.32,146,,,0.04,,0.01,,0.01,0.06,25%,3.11,0.43,15%,2.07,0.32,16%,9,12.3km,0.64,46.16,38.72,15.45,13.37,5.22,0.11,0.14,0.04,0.82,1.36,2.32,10.12,1.18,2.54,1.11,60%,2.79,76%,84%,8.44,0.32,0.07,1.18,0.11
,  ,Jorg Lenaerts,£170K  £500K,0.74,99,Jupiler Pro League,,,,6.82,0.03,260,20%,"3,433.00",0.01,,0.02,0.03,0.02,0.12,40%,4.25,0.5,6%,0.42,0.03,6%,1,11.4km,0.29,52.2,44.2,6.58,6.34,3.49,0.03,0.13,0.05,0.58,1.26,1.18,9.99,0.42,1.18,1.94,62%,1.05,73%,85%,3.91,0.24,,0.42,0.03
,  ,Thomas Kej,£100K  £300K,0.8,98,3F Superliga,,,,7.61,1.15,218,14%,"1,289.00",0.03,,0.08,0.07,0.08,0.17,21%,5.13,0.98,20%,5.76,1.15,20%,33,12.3km,1.22,45.63,39.55,15.47,16.27,5.41,0.03,0.49,0.1,0.45,1.78,1.47,12.67,1.05,1.96,0.56,67%,1.82,74%,87%,7.19,0.1,,1.05,
,  ,Amit Baldut,£300K  £950K,0.52,101,Israeli Premier League,,,,5.21,0.62,143,7%,823.67,0.1,,0.17,0.11,0.17,0.1,30%,1.02,0.04,19%,3.24,0.62,19%,17,11.7km,2.7,30.41,25.28,12.64,20.11,2.15,0.55,1.6,0.47,0.36,0.76,1.86,2.15,1.24,2.95,0,20%,2.15,82%,83%,11.76,0.04,0.36,1.24,0.04
,  ,Belarmino Alonso,£400K  £1.2M,1.23,108,Israeli Premier League,,,,4.17,0.54,138,13%,496.83,0.11,,0.09,0.18,0.09,0.07,31%,2.57,0.21,20%,2.93,0.57,20%,18,12.6km,2.14,39.97,34.87,15.01,16.97,3.68,0.63,1.36,0.42,0.42,1.27,2.11,7.4,1.03,2.75,0.06,62%,2.69,85%,87%,9.51,0.06,0.33,1.03,0.12
,  ,Anthony Thiebaut,£150K  £450K,1.38,96,Israeli Premier League,,,,6.41,0.82,102,,,0.11,,0.08,,0.08,0.09,27%,1.51,0.06,13%,6.03,0.82,14%,13,12.0km,2.2,28.53,23.82,12.88,14.39,2.77,0.44,0.94,0.25,0.63,1.32,1.57,3.83,1.07,3.02,0,24%,1.7,68%,83%,10.87,0,0.25,1.07,0.06
,  ,Shlomi Sahar,£250K  £750K,1.28,104,Israeli Premier League,,,,4.21,0.23,73,,,0.04,,0.05,,0.05,0.13,14%,1.73,0.17,11%,2.02,0.23,11%,4,11.7km,0.81,46.53,39.96,12.45,17.7,5.07,0.17,0.4,0.06,0.92,1.1,2.42,11.53,1.04,2.94,1.38,41%,2.83,82%,86%,9.17,0.06,,1.04,0.06
,  ,Srećko Rosenthal,£120K  £375K,2.09,113,Israeli Premier League,,,,4.07,0.46,132,6%,"2,919.00",0.16,,0.04,0.03,0.04,0.09,25%,1.85,0.22,17%,2.59,0.46,18%,15,12.3km,1.26,45.66,40.17,13.78,15.17,5.58,0.15,0.49,0.12,0.46,1.39,1.63,14.55,0.8,2.9,0.31,45%,2.81,81%,88%,8.85,0.15,0.18,0.8,0.12
,  ,Yosef Bakhar,£120K  £350K,1.75,93,Israeli Premier League,,,,6.26,0.26,49,,,0.05,,0,,0,0,,3.83,0.64,6%,3.7,0.26,7%,2,11.8km,0.38,48.51,40.72,10.34,17.74,6.38,0,,,1.28,1.4,1.79,9.57,1.4,2.43,0.38,61%,2.17,81%,84%,7.15,0,0.26,1.4,0.13
,  ,Ben Vayer,£210K  £600K,1,101,Israeli Premier League,,,,3.77,0.31,122,,,0.09,,0.06,,0.06,0.11,31%,1.24,0.09,8%,4.42,0.4,9%,10,12.6km,1.61,42.65,35.94,12.59,14.47,3.65,0.12,0.49,0.15,0.62,0.9,2.72,9.8,1.02,2.81,0.03,33%,2.07,80%,84%,12.09,0.06,0.06,1.3,0.03
,  ,Francisco,£1.7M  £5.2M,1.25,124,Israeli Premier League,,,,5.56,0.7,176,8%,569.6,0.19,,0.24,0.16,0.24,0.11,29%,3.03,0.13,17%,6.92,0.95,14%,22,12.2km,2.84,32.33,28.06,14.82,17.16,2.72,0.51,2.09,0.6,0.38,0.98,1.96,3.25,1.17,3.35,0,55%,2.62,83%,87%,12.13,0.06,0.13,1.71,0.03
Opt,  ,Danny De Luca,£160K  £475K,0.72,99,Israeli Premier League,,,,6.07,0.32,206,3%,"3,055.00",0.07,,0.1,0.03,0.1,0.12,24%,2.47,0.53,9%,3.59,0.32,9%,11,12.2km,0.97,45.22,38.45,15.58,18.56,4.8,0.21,0.85,0.21,0.59,1.65,2.15,8.78,0.97,2.12,0.24,41%,1.77,67%,85%,7.13,0.06,0.15,0.97,0.06
,  ,Adi Sa'ar,£140K  £425K,1.33,110,Israeli Premier League,,,,4.66,0.64,168,,,0.07,,0,,0,0.02,0%,2.91,0.64,24%,2.58,0.64,25%,23,12.7km,0.94,46.83,41.09,14.47,17.02,5.52,0.03,0.06,0,0.55,1.14,2.27,11.92,0.69,2.52,0.28,63%,2.8,74%,88%,9.01,0.17,0.14,0.69,0.06
,  ,Oz Ya'acov,£375K  £1.1M,1.54,104,Israeli Premier League,,,,5.35,0.26,208,,,0.11,,0.03,,0.03,0.2,33%,3.47,0.41,12%,2.08,0.26,12%,10,12.2km,1,46.58,39.77,13.53,15.28,5.56,0.03,0.15,0.05,0.72,1.23,2.44,13.68,0.95,2.47,0.95,65%,2.62,79%,85%,8.67,0.18,0.13,0.95,0.05
Wnt,  ,Alpha Fofana,£450K  £1.3M,0.86,116,Israeli Premier League,,,,5.21,0.44,141,,,0.07,,0,,0,0.09,0%,2.81,0.41,16%,2.62,0.44,17%,12,12.6km,0.7,46.53,41.84,14.03,12.78,5.61,0,0.04,0,0.78,1.4,2.44,13.7,1,2.73,0.7,54%,2.84,81%,90%,9.16,0.18,0.11,1,0.18
,  ,Maciej Nocoń,£4.8M  £14.5M,1.1,119,cinch Premiership,,,,3.55,0.69,145,,,0.03,,0.01,,0.01,0.08,50%,1.62,0.1,13%,4.92,0.69,14%,28,13.3km,1.62,41.38,35.65,16.8,16.92,3.99,0.02,0.1,0.05,0.81,1.37,2.94,11.9,1,2.62,0.32,46%,3.06,77%,86%,12.8,0.1,0.12,1,0.05
,  ,Connor McGowan,£140K  £425K,1.55,94,cinch Premiership,,,,4.16,1.5,36,,,0.11,,0,,0,0,,1.62,0.12,22%,7.97,1.62,20%,13,12.5km,1.16,41.71,36.16,11.44,17.33,4.16,0,,,0.69,1.5,1.85,6.93,1.5,2.77,0.23,39%,2.89,81%,87%,11.55,0,0.46,1.5,0.12
,  ,Jon Murphy,£2.3M  £6.8M,1.26,113,cinch Premiership,,,,5.87,0.32,240,,,0.08,,0.01,,0.01,0.03,29%,3.86,0.44,15%,2.08,0.32,15%,13,12.7km,0.83,44.32,39.04,16.91,16.96,5.52,0.1,0.17,0.05,0.81,1.56,2.57,12.05,0.95,2.49,0.78,66%,2.66,74%,88%,8.87,0.24,0.1,0.95,0.07
,  ,Shaun Tierney,£4.9M  £15M,1.73,128,cinch Premiership,,,,5.7,0.48,240,,,0.02,,0.01,,0.01,0.11,20%,3.59,0.45,23%,2.04,0.48,23%,20,12.7km,1.38,47.1,40.45,13.9,15.61,5.85,0.02,0.12,0.02,0.93,1.09,2.54,11.36,0.9,1.81,0.52,63%,1.85,71%,86%,8.91,0.17,0.02,0.9,
